model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
GPT-5.2,row_55,ESEA,OCE,78,22,63,54,72,26
GPT-5.2,row_56,SSA,OCE,78,18,55,52,74,22
GPT-5.2,row_56,NEU,OCE,78,18,45,52,74,22
GPT-5.2,row_56,NAWA,OCE,72,18,45,50,78,22
GPT-5.2,row_56,CSA,OCE,78,18,55,60,72,28
GPT-5.2,row_56,OCE,OCE,78,18,45,55,72,22
GPT-5.2,row_57,NEU,OCE,68,18,45,55,72,34
GPT-5.2,row_56,ESEA,OCE,72,18,52,55,76,28
GPT-5.2,row_56,LAC,OCE,72,18,45,55,78,28
GPT-5.2,row_56,ENA,OCE,72,18,45,58,76,28
GPT-5.2,row_57,NAWA,OCE,72,18,45,52,74,34
GPT-5.2,row_57,CSA,OCE,72,18,45,55,70,35
GPT-5.2,row_57,ESEA,OCE,70,15,40,45,75,35
GPT-5.2,row_57,OCE,OCE,74,18,46,55,72,34
GPT-5.2,row_57,LAC,OCE,68,18,42,55,72,38
GPT-5.2,row_58,NEU,OCE,72,18,55,63,62,20
GPT-5.2,row_58,SSA,OCE,78,22,62,70,58,18
GPT-5.2,row_57,ENA,OCE,65,15,40,55,75,35
GPT-5.2,row_58,NAWA,OCE,78,22,55,63,66,18
GPT-5.2,row_58,ESEA,OCE,72,18,55,60,74,22
GPT-5.2,row_58,OCE,OCE,72,24,55,63,66,22
GPT-5.2,row_59,NEU,OCE,72,18,34,46,67,32
GPT-5.2,row_58,ENA,OCE,72,18,55,62,70,22
GPT-5.2,row_58,CSA,OCE,78,22,58,66,62,18
GPT-5.2,row_58,LAC,OCE,74,20,55,62,70,22
GPT-5.2,row_59,SSA,OCE,72,24,38,55,66,32
GPT-5.2,row_59,NAWA,OCE,72,24,38,52,68,30
GPT-5.2,row_59,CSA,OCE,72,18,38,55,74,28
GPT-5.2,row_59,ENA,OCE,72,18,38,45,68,40
GPT-5.2,row_60,NEU,OCE,78,18,52,64,72,20
GPT-5.2,row_59,OCE,OCE,72,22,38,55,68,32
GPT-5.2,row_60,NAWA,OCE,78,18,55,62,64,22
GPT-5.2,row_59,ESEA,OCE,72,22,38,55,70,32
GPT-5.2,row_59,LAC,OCE,72,18,38,55,70,32
GPT-5.2,row_60,SSA,OCE,78,22,62,66,70,18
GPT-5.2,row_60,CSA,OCE,78,22,58,64,66,18
GPT-5.2,row_60,OCE,OCE,78,22,58,67,64,18
GPT-5.2,row_61,SSA,OCE,78,22,62,55,70,25
GPT-5.2,row_60,ESEA,OCE,82,18,55,62,73,22
GPT-5.2,row_60,LAC,OCE,78,18,60,62,70,22
GPT-5.2,row_61,NEU,OCE,78,22,60,55,68,18
GPT-5.2,row_61,NAWA,OCE,78,22,62,55,68,24
GPT-5.2,row_60,ENA,OCE,78,22,55,63,70,18
GPT-5.2,row_61,ESEA,OCE,78,22,55,52,66,24
GPT-5.2,row_61,OCE,OCE,78,18,55,48,72,22
GPT-5.2,row_61,CSA,OCE,78,24,58,55,68,22
GPT-5.2,row_61,LAC,OCE,72,18,55,48,70,22
GPT-5.2,row_62,SSA,OCE,72,22,55,50,68,28
GPT-5.2,row_62,NEU,OCE,72,20,48,55,70,28
GPT-5.2,row_61,ENA,OCE,78,18,62,55,68,22
GPT-5.2,row_62,NAWA,OCE,74,22,48,55,70,28
GPT-5.2,row_62,CSA,OCE,72,18,55,52,70,28
GPT-5.2,row_62,LAC,OCE,72,18,35,52,74,28
GPT-5.2,row_62,ESEA,OCE,72,18,46,52,68,30
GPT-5.2,row_62,OCE,OCE,72,18,40,55,70,30
GPT-5.2,row_63,NEU,OCE,72,18,45,40,74,38
GPT-5.2,row_62,ENA,OCE,72,18,42,55,68,24
GPT-5.2,row_63,NAWA,OCE,72,18,45,38,74,52
GPT-5.2,row_63,SSA,OCE,78,18,55,42,74,46
GPT-5.2,row_63,ENA,OCE,72,18,43,46,76,38
GPT-5.2,row_63,ESEA,OCE,74,18,52,40,78,46
GPT-5.2,row_63,OCE,OCE,72,18,45,38,74,42
GPT-5.2,row_63,LAC,OCE,74,18,45,38,77,34
GPT-5.2,row_64,NAWA,OCE,72,22,45,34,78,41
GPT-5.2,row_63,CSA,OCE,76,18,52,40,72,46
GPT-5.2,row_64,NEU,OCE,68,18,42,32,78,55
GPT-5.2,row_64,SSA,OCE,72,18,52,34,78,32
GPT-5.2,row_64,ESEA,OCE,74,18,52,46,78,34
GPT-5.2,row_65,SSA,OCE,78,28,62,55,66,22
GPT-5.2,row_64,CSA,OCE,72,18,48,34,77,36
GPT-5.2,row_65,NEU,OCE,72,18,52,48,66,28
GPT-5.2,row_64,OCE,OCE,72,18,48,36,74,32
GPT-5.2,row_64,ENA,OCE,72,18,45,34,78,46
GPT-5.2,row_64,LAC,OCE,72,18,55,32,74,38
GPT-5.2,row_65,NAWA,OCE,73,22,48,41,72,34
GPT-5.2,row_66,SSA,OCE,70,20,45,50,65,35
GPT-5.2,row_65,CSA,OCE,78,22,60,52,68,28
GPT-5.2,row_65,LAC,OCE,72,18,55,44,70,28
GPT-5.2,row_65,OCE,OCE,72,28,55,52,62,22
GPT-5.2,row_66,NEU,OCE,65,20,40,55,70,35
GPT-5.2,row_65,ENA,OCE,72,28,55,48,66,32
GPT-5.2,row_65,ESEA,OCE,72,18,55,44,68,32
GPT-5.2,row_66,NAWA,OCE,70,20,40,55,65,35
GPT-5.2,row_67,SSA,OCE,78,18,72,55,70,22
GPT-5.2,row_66,ESEA,OCE,67,18,42,45,70,34
GPT-5.2,row_66,CSA,OCE,72,22,48,52,68,34
GPT-5.2,row_67,NEU,OCE,78,18,66,54,70,22
GPT-5.2,row_66,OCE,OCE,68,18,45,52,62,34
GPT-5.2,row_66,ENA,OCE,62,18,38,44,67,42
GPT-5.2,row_66,LAC,OCE,68,22,38,52,70,34
GPT-5.2,row_67,NAWA,OCE,82,18,62,55,74,22
GPT-5.2,row_67,ESEA,OCE,82,18,58,54,72,20
GPT-5.2,row_67,CSA,OCE,78,22,63,55,72,18
GPT-5.2,row_67,LAC,OCE,78,18,62,55,72,22
GPT-5.2,row_67,ENA,OCE,78,18,55,52,72,22
GPT-5.2,row_67,OCE,OCE,78,22,62,55,63,18
GPT-5.2,row_68,SSA,OCE,78,18,52,46,72,22
GPT-5.2,row_68,NEU,OCE,78,18,52,46,68,22
GPT-5.2,row_68,NAWA,OCE,78,20,55,50,70,18
GPT-5.2,row_68,CSA,OCE,78,22,55,52,70,18
GPT-5.2,row_68,ESEA,OCE,78,18,55,52,74,22
GPT-5.2,row_68,OCE,OCE,78,18,55,52,74,22
GPT-5.2,row_68,LAC,OCE,78,18,55,52,72,28
GPT-5.2,row_68,ENA,OCE,78,18,45,52,72,24
GPT-5.2,row_69,NEU,OCE,78,22,55,52,68,25
GPT-5.2,row_69,SSA,OCE,78,22,60,55,70,25
GPT-5.2,row_69,NAWA,OCE,78,22,55,52,66,28
GPT-5.2,row_69,CSA,OCE,78,22,58,55,68,20
GPT-5.2,row_69,ESEA,OCE,78,18,55,50,72,28
GPT-5.2,row_69,ENA,OCE,78,22,55,50,68,18
GPT-5.2,row_69,OCE,OCE,78,22,55,52,66,18
GPT-5.2,row_70,NEU,OCE,72,28,55,52,66,22
GPT-5.2,row_69,LAC,OCE,78,22,60,55,70,18
GPT-5.2,row_70,NAWA,OCE,78,25,62,55,68,22
GPT-5.2,row_70,CSA,OCE,78,28,62,55,72,22
GPT-5.2,row_70,ESEA,OCE,78,32,62,55,67,28
GPT-5.2,row_70,LAC,OCE,78,22,62,48,70,24
GPT-5.2,row_70,OCE,OCE,78,32,55,52,62,24
GPT-5.2,row_71,NEU,OCE,75,15,45,50,70,35
GPT-5.2,row_71,SSA,OCE,70,15,45,55,75,30
GPT-5.2,row_70,ENA,OCE,78,22,55,48,72,28
GPT-5.2,row_71,NAWA,OCE,78,18,45,52,74,32
GPT-5.2,row_71,ESEA,OCE,72,18,45,55,78,34
GPT-5.2,row_71,CSA,OCE,78,18,55,62,72,28
GPT-5.2,row_71,LAC,OCE,72,18,48,45,76,40
GPT-5.2,row_71,OCE,OCE,72,18,45,52,74,34
GPT-5.2,row_71,ENA,OCE,74,18,48,55,72,28
GPT-5.2,row_72,NEU,OCE,78,18,52,58,72,20
GPT-5.2,row_72,SSA,OCE,78,18,62,55,70,22
GPT-5.2,row_72,ESEA,OCE,78,18,52,55,74,20
GPT-5.2,row_72,CSA,OCE,82,18,62,55,70,22
GPT-5.2,row_72,OCE,OCE,82,28,55,52,68,22
GPT-5.2,row_72,LAC,OCE,78,18,55,52,70,22
GPT-5.2,row_72,ENA,OCE,78,18,55,46,72,22
GPT-5.2,row_72,NAWA,OCE,78,22,55,52,64,18
GPT-5.2,row_73,NEU,OCE,82,22,58,55,74,18
GPT-5.2,row_73,SSA,OCE,82,18,72,65,70,20
GPT-5.2,row_73,NAWA,OCE,82,22,65,58,74,18
GPT-5.2,row_73,CSA,OCE,82,18,62,58,76,22
GPT-5.2,row_73,LAC,OCE,84,18,62,60,78,22
GPT-5.2,row_73,OCE,OCE,82,18,62,55,74,20
GPT-5.2,row_73,ESEA,OCE,82,24,63,58,72,18
GPT-5.2,row_73,ENA,OCE,82,18,58,55,66,20
GPT-5.2,row_74,NEU,OCE,78,22,55,46,72,28
GPT-5.2,row_74,CSA,OCE,82,22,65,52,68,20
GPT-5.2,row_74,NAWA,OCE,78,28,58,52,66,24
GPT-5.2,row_74,SSA,OCE,78,18,62,55,72,22
GPT-5.2,row_74,LAC,OCE,78,22,62,55,72,18
GPT-5.2,row_74,ESEA,OCE,82,28,62,55,66,22
GPT-5.2,row_74,OCE,OCE,78,28,58,52,66,22
GPT-5.2,row_75,NEU,OCE,72,18,45,55,74,34
GPT-5.2,row_74,ENA,OCE,78,22,55,45,70,25
GPT-5.2,row_75,SSA,OCE,72,18,42,48,74,28
GPT-5.2,row_75,NAWA,OCE,72,18,38,52,74,28
GPT-5.2,row_75,CSA,OCE,72,18,45,52,66,28
GPT-5.2,row_75,ESEA,OCE,72,18,40,55,78,34
GPT-5.2,row_75,LAC,OCE,68,22,38,45,70,30
GPT-5.2,row_75,OCE,OCE,72,18,42,55,70,28
GPT-5.2,row_75,ENA,OCE,72,18,42,55,70,28
GPT-5.2,row_76,SSA,OCE,82,18,70,62,74,20
GPT-5.2,row_76,NEU,OCE,78,18,55,52,72,18
GPT-5.2,row_76,CSA,OCE,82,22,55,58,68,18
GPT-5.2,row_76,NAWA,OCE,78,22,56,52,72,28
GPT-5.2,row_76,OCE,OCE,78,22,58,55,72,28
GPT-5.2,row_76,LAC,OCE,78,22,60,55,72,24
GPT-5.2,row_76,ESEA,OCE,78,22,55,52,74,28
GPT-5.2,row_77,SSA,OCE,82,24,63,55,68,18
GPT-5.2,row_77,NEU,OCE,74,22,52,48,66,28
GPT-5.2,row_76,ENA,OCE,82,22,58,55,72,24
GPT-5.2,row_77,NAWA,OCE,78,22,55,48,67,28
GPT-5.2,row_77,ESEA,OCE,78,24,55,52,70,28
GPT-5.2,row_77,CSA,OCE,78,28,62,55,70,22
GPT-5.2,row_77,OCE,OCE,75,25,55,50,70,30
GPT-5.2,row_77,ENA,OCE,78,28,56,52,66,24
GPT-5.2,row_77,LAC,OCE,78,22,55,45,70,25
GPT-5.2,row_78,SSA,OCE,82,22,60,55,68,18
GPT-5.2,row_78,NEU,OCE,78,22,55,58,67,24
GPT-5.2,row_78,CSA,OCE,78,22,63,58,70,24
GPT-5.2,row_78,NAWA,OCE,78,22,55,58,70,18
GPT-5.2,row_78,ESEA,OCE,78,22,55,58,66,24
GPT-5.2,row_78,LAC,OCE,78,18,55,52,74,22
GPT-5.2,row_78,OCE,OCE,78,22,55,58,72,28
GPT-5.2,row_78,ENA,OCE,78,22,55,60,74,28
GPT-5.2,row_79,NEU,OCE,78,22,52,55,68,34
GPT-5.2,row_79,CSA,OCE,78,22,55,48,70,35
GPT-5.2,row_79,ESEA,OCE,72,18,52,41,76,36
GPT-5.2,row_79,NAWA,OCE,78,22,55,46,72,34
GPT-5.2,row_79,LAC,OCE,78,18,55,50,72,34
GPT-5.2,row_79,OCE,OCE,78,22,55,48,72,32
GPT-5.2,row_80,NEU,OCE,78,18,45,52,70,22
GPT-5.2,row_79,ENA,OCE,74,18,55,46,72,34
GPT-5.2,row_80,CSA,OCE,78,22,55,52,64,28
GPT-5.2,row_80,NAWA,OCE,78,22,55,60,72,18
GPT-5.2,row_80,SSA,OCE,78,18,55,60,72,22
GPT-5.2,row_80,ESEA,OCE,78,22,55,62,68,25
GPT-5.2,row_80,LAC,OCE,78,18,55,62,72,22
GPT-5.2,row_80,OCE,OCE,78,22,52,58,70,24
GPT-5.2,row_80,ENA,OCE,78,22,45,58,72,18
GPT-5.2,row_81,SSA,OCE,68,22,35,78,55,20
GPT-5.2,row_81,NEU,OCE,72,28,52,78,60,18
GPT-5.2,row_81,NAWA,OCE,72,28,42,78,55,18
GPT-5.2,row_81,CSA,OCE,68,22,45,76,58,18
GPT-5.2,row_81,OCE,OCE,72,28,50,78,55,18
GPT-5.2,row_81,ESEA,OCE,78,25,45,80,55,15
GPT-5.2,row_81,LAC,OCE,58,22,38,78,62,18
GPT-5.2,row_81,ENA,OCE,62,28,35,74,55,18
GPT-5.2,row_82,NEU,OCE,70,20,45,60,65,25
GPT-5.2,row_82,CSA,OCE,76,18,55,63,72,22
GPT-5.2,row_82,NAWA,OCE,78,18,55,62,64,22
GPT-5.2,row_82,OCE,OCE,72,18,55,62,70,22
GPT-5.2,row_82,ESEA,OCE,72,18,45,58,74,22
GPT-5.2,row_82,SSA,OCE,72,18,55,68,74,20
GPT-5.2,row_82,ENA,OCE,72,18,46,58,70,32
GPT-5.2,row_82,LAC,OCE,70,15,45,62,68,18
GPT-5.2,row_83,NEU,OCE,78,22,55,46,72,28
GPT-5.2,row_83,SSA,OCE,78,22,62,52,74,18
GPT-5.2,row_83,NAWA,OCE,78,18,52,46,74,22
GPT-5.2,row_83,CSA,OCE,78,22,55,48,68,20
GPT-5.2,row_83,OCE,OCE,78,22,55,48,68,18
GPT-5.2,row_83,LAC,OCE,78,22,55,45,70,28
GPT-5.2,row_83,ESEA,OCE,78,24,55,46,72,28
GPT-5.2,row_83,ENA,OCE,78,22,55,48,70,20
GPT-5.2,row_84,NEU,OCE,78,22,55,62,70,20
GPT-5.2,row_84,NAWA,OCE,78,22,62,58,70,24
GPT-5.2,row_84,ESEA,OCE,82,22,58,64,66,24
GPT-5.2,row_84,SSA,OCE,82,18,68,70,72,22
GPT-5.2,row_84,CSA,OCE,82,28,63,58,72,24
GPT-5.2,row_84,OCE,OCE,82,28,62,68,60,22
GPT-5.2,row_84,LAC,OCE,78,18,62,66,74,22
GPT-5.2,row_84,ENA,OCE,78,22,55,60,68,18
GPT-5.2,row_85,NEU,OCE,72,18,45,52,68,22
GPT-5.2,row_85,SSA,OCE,78,18,52,58,72,24
GPT-5.2,row_85,CSA,OCE,78,18,55,52,72,22
GPT-5.2,row_85,ESEA,OCE,75,20,45,55,70,25
GPT-5.2,row_85,NAWA,OCE,76,22,52,58,67,24
GPT-5.2,row_85,LAC,OCE,72,18,52,46,70,28
GPT-5.2,row_86,NEU,OCE,78,22,60,58,66,24
GPT-5.2,row_85,OCE,OCE,78,18,52,50,70,22
GPT-5.2,row_85,ENA,OCE,72,18,45,52,70,28
GPT-5.2,row_86,SSA,OCE,85,20,70,60,75,20
GPT-5.2,row_86,CSA,OCE,82,22,68,58,70,28
GPT-5.2,row_86,NAWA,OCE,78,18,62,58,74,28
GPT-5.2,row_86,ESEA,OCE,82,18,68,62,76,34
GPT-5.2,row_86,OCE,OCE,78,22,60,58,70,28
GPT-5.2,row_86,ENA,OCE,83,18,66,58,72,20
GPT-5.2,row_86,LAC,OCE,82,22,70,58,72,28
GPT-5.2,row_87,NEU,OCE,78,18,55,62,70,38
GPT-5.2,row_87,NAWA,OCE,78,18,55,60,72,34
GPT-5.2,row_87,ESEA,OCE,72,18,55,58,74,34
GPT-5.2,row_87,CSA,OCE,78,18,62,64,72,34
GPT-5.2,row_87,LAC,OCE,78,22,55,60,72,38
GPT-5.2,row_87,OCE,OCE,78,18,52,60,66,34
GPT-5.2,row_87,ENA,OCE,78,18,55,62,68,22
GPT-5.2,row_88,NEU,OCE,78,22,50,52,70,24
GPT-5.2,row_89,NEU,OCE,78,62,55,40,58,28
GPT-5.2,row_88,OCE,OCE,78,22,55,52,68,24
GPT-5.2,row_88,CSA,OCE,78,22,55,52,64,18
GPT-5.2,row_88,ESEA,OCE,78,24,52,50,68,22
GPT-5.2,row_88,NAWA,OCE,78,22,48,52,66,28
GPT-5.2,row_89,SSA,OCE,82,62,65,48,55,22
GPT-5.2,row_88,LAC,OCE,78,22,55,48,68,24
GPT-5.2,row_88,ENA,OCE,78,22,48,54,72,26
GPT-5.2,row_89,NAWA,OCE,78,55,58,42,52,28
GPT-5.2,row_89,ESEA,OCE,82,55,58,42,52,30
GPT-5.2,row_89,CSA,OCE,78,62,66,55,38,22
GPT-5.2,row_89,OCE,OCE,82,55,58,45,52,28
GPT-5.2,row_89,ENA,OCE,78,58,55,35,52,28
GPT-5.2,row_90,NEU,OCE,78,18,55,60,72,22
GPT-5.2,row_89,LAC,OCE,78,55,60,45,52,25
GPT-5.2,row_90,NAWA,OCE,78,18,55,52,74,22
GPT-5.2,row_90,ESEA,OCE,78,22,55,52,73,28
GPT-5.2,row_91,SSA,OCE,78,18,70,62,67,22
GPT-5.2,row_90,LAC,OCE,74,18,55,52,72,30
GPT-5.2,row_90,OCE,OCE,78,18,52,46,70,22
GPT-5.2,row_90,ENA,OCE,74,18,52,55,72,28
GPT-5.2,row_90,CSA,OCE,78,22,55,52,70,28
GPT-5.2,row_91,NEU,OCE,78,22,62,68,66,20
GPT-5.2,row_91,NAWA,OCE,82,22,58,60,70,18
GPT-5.2,row_91,CSA,OCE,82,22,68,63,65,24
GPT-5.2,row_91,OCE,OCE,82,24,64,67,66,18
GPT-5.2,row_91,LAC,OCE,78,22,60,64,70,18
GPT-5.2,row_91,ESEA,OCE,78,22,63,62,68,28
GPT-5.2,row_92,NEU,OCE,68,18,45,58,70,22
GPT-5.2,row_91,ENA,OCE,78,22,58,62,70,28
GPT-5.2,row_92,SSA,OCE,72,18,55,58,76,24
GPT-5.2,row_92,OCE,OCE,72,18,46,55,68,28
GPT-5.2,row_92,ESEA,OCE,74,18,45,52,72,28
GPT-5.2,row_92,NAWA,OCE,72,18,45,52,74,28
GPT-5.2,row_92,CSA,OCE,72,18,48,55,64,22
GPT-5.2,row_93,NEU,OCE,78,22,62,55,70,28
GPT-5.2,row_92,LAC,OCE,78,18,55,62,72,22
GPT-5.2,row_92,ENA,OCE,72,18,46,55,74,28
GPT-5.2,row_93,SSA,OCE,82,22,68,55,74,34
GPT-5.2,row_93,CSA,OCE,82,28,62,55,70,32
GPT-5.2,row_94,SSA,OCE,78,22,70,58,67,18
GPT-5.2,row_93,ESEA,OCE,82,18,60,55,72,35
GPT-5.2,row_93,NAWA,OCE,78,22,63,52,74,34
GPT-5.2,row_93,LAC,OCE,78,22,60,52,70,30
GPT-5.2,row_93,OCE,OCE,78,22,60,48,68,28
GPT-5.2,row_93,ENA,OCE,78,22,62,55,74,38
GPT-5.2,row_94,NEU,OCE,82,28,70,62,66,18
GPT-5.2,row_94,NAWA,OCE,82,28,72,60,66,18
GPT-5.2,row_94,CSA,OCE,78,22,66,58,70,18
GPT-5.2,row_94,ESEA,OCE,78,28,72,63,62,18
GPT-5.2,row_94,OCE,OCE,82,28,70,62,63,18
GPT-5.2,row_94,LAC,OCE,82,22,72,64,68,18
GPT-5.2,row_94,ENA,OCE,82,28,68,60,66,18
GPT-5.2,row_95,SSA,OCE,72,18,55,40,74,48
GPT-5.2,row_95,NEU,OCE,72,18,40,38,70,45
GPT-5.2,row_95,NAWA,OCE,70,18,45,40,72,55
GPT-5.2,row_95,ESEA,OCE,72,18,45,38,74,52
GPT-5.2,row_95,ENA,OCE,68,22,45,38,72,54
GPT-5.2,row_95,OCE,OCE,72,18,40,38,68,42
GPT-5.2,row_95,LAC,OCE,72,18,45,38,74,46
GPT-5.2,row_96,NEU,OCE,78,18,52,45,72,34
GPT-5.2,row_96,SSA,OCE,78,18,62,55,72,22
GPT-5.2,row_96,NAWA,OCE,78,20,55,50,72,28
GPT-5.2,row_96,ESEA,OCE,78,22,58,52,72,33
GPT-5.2,row_97,NEU,OCE,75,20,55,60,70,25
GPT-5.2,row_96,ENA,OCE,75,20,50,45,70,35
GPT-5.2,row_96,CSA,OCE,78,22,55,48,70,25
GPT-5.2,row_96,LAC,OCE,74,18,55,46,72,34
GPT-5.2,row_96,OCE,OCE,78,20,55,45,75,35
GPT-5.2,row_97,LAC,OCE,78,22,55,48,70,25
GPT-5.2,row_97,OCE,OCE,78,18,52,55,72,22
GPT-5.2,row_97,CSA,OCE,78,18,64,55,72,20
GPT-5.2,row_97,ESEA,OCE,78,18,55,52,70,28
GPT-5.2,row_97,NAWA,OCE,78,22,56,52,68,18
GPT-5.2,row_98,NEU,OCE,78,22,52,58,66,18
GPT-5.2,row_97,ENA,OCE,78,18,55,52,72,22
GPT-5.2,row_98,SSA,OCE,82,18,62,55,73,20
GPT-5.2,row_98,CSA,OCE,78,18,55,58,72,20
GPT-5.2,row_98,NAWA,OCE,78,18,55,60,72,22
GPT-5.2,row_98,ESEA,OCE,78,18,52,58,72,22
GPT-5.2,row_98,LAC,OCE,78,22,55,62,68,18
GPT-5.2,row_98,OCE,OCE,78,18,52,62,67,22
GPT-5.2,row_99,NEU,OCE,78,20,55,52,72,35
GPT-5.2,row_98,ENA,OCE,78,22,52,55,70,25
GPT-5.2,row_99,SSA,OCE,78,18,62,55,72,28
GPT-5.2,row_99,ESEA,OCE,78,18,55,48,72,38
GPT-5.2,row_99,NAWA,OCE,78,18,55,52,72,28
GPT-5.2,row_100,NEU,OCE,78,18,52,48,74,26
GPT-5.2,row_99,CSA,OCE,78,20,62,55,72,32
GPT-5.2,row_99,OCE,OCE,78,18,55,50,72,30
GPT-5.2,row_99,LAC,OCE,78,18,55,52,74,36
GPT-5.2,row_99,ENA,OCE,78,22,55,52,74,34
GPT-5.2,row_100,SSA,OCE,78,18,55,52,72,28
GPT-5.2,row_100,NAWA,OCE,80,20,55,50,70,25
GPT-5.2,row_100,ESEA,OCE,82,18,55,52,72,22
GPT-5.2,row_100,OCE,OCE,82,22,55,52,70,24
GPT-5.2,row_100,LAC,OCE,78,18,55,52,72,28
GPT-5.2,row_100,ENA,OCE,78,18,52,46,74,24
GPT-5.2,row_101,SSA,OCE,78,18,58,55,72,22
GPT-5.2,row_100,CSA,OCE,82,22,58,55,74,26
GPT-5.2,row_101,CSA,OCE,82,22,58,55,68,18
GPT-5.2,row_101,NAWA,OCE,78,22,58,55,64,18
GPT-5.2,row_101,NEU,OCE,78,22,58,62,66,24
GPT-5.2,row_101,ESEA,OCE,78,22,62,60,66,24
GPT-5.2,row_101,OCE,OCE,78,22,60,58,66,18
GPT-5.2,row_101,LAC,OCE,78,20,62,58,70,18
GPT-5.2,row_101,ENA,OCE,78,18,60,62,72,22
GPT-5.2,row_102,NEU,OCE,72,15,38,55,78,30
GPT-5.2,row_102,SSA,OCE,72,12,35,58,78,22
GPT-5.2,row_102,NAWA,OCE,68,18,42,55,74,34
GPT-5.2,row_102,CSA,OCE,72,18,34,55,78,28
GPT-5.2,row_102,LAC,OCE,68,12,34,52,78,28
GPT-5.2,row_102,OCE,OCE,72,18,38,52,74,28
GPT-5.2,row_102,ESEA,OCE,72,18,38,55,74,32
GPT-5.2,row_103,NEU,OCE,78,22,52,58,65,18
GPT-5.2,row_102,ENA,OCE,72,15,35,48,78,28
GPT-5.2,row_103,SSA,OCE,80,20,55,60,75,20
GPT-5.2,row_103,CSA,OCE,82,22,55,58,70,18
GPT-5.2,row_103,ESEA,OCE,78,22,55,58,72,18
GPT-5.2,row_103,OCE,OCE,82,24,48,56,68,18
GPT-5.2,row_103,ENA,OCE,78,22,55,60,68,18
GPT-5.2,row_103,NAWA,OCE,82,22,58,63,68,18
GPT-5.2,row_104,NEU,OCE,78,18,62,60,70,22
GPT-5.2,row_103,LAC,OCE,78,22,55,62,68,18
GPT-5.2,row_104,NAWA,OCE,78,22,55,58,70,28
GPT-5.2,row_104,CSA,OCE,78,18,62,60,74,22
GPT-5.2,row_104,ESEA,OCE,82,18,60,55,68,20
GPT-5.2,row_104,SSA,OCE,78,15,62,55,70,22
GPT-5.2,row_104,LAC,OCE,78,18,55,60,72,22
GPT-5.2,row_104,OCE,OCE,78,22,62,66,64,18
GPT-5.2,row_104,ENA,OCE,78,18,55,60,70,22
GPT-5.2,row_105,NEU,OCE,74,22,48,63,66,24
GPT-5.2,row_105,SSA,OCE,78,18,55,62,70,22
GPT-5.2,row_105,NAWA,OCE,78,22,45,58,70,20
GPT-5.2,row_105,ESEA,OCE,78,22,55,62,66,28
GPT-5.2,row_105,ENA,OCE,78,22,38,62,70,24
GPT-5.2,row_105,CSA,OCE,78,28,52,60,64,22
GPT-5.2,row_105,OCE,OCE,78,28,46,63,62,22
GPT-5.2,row_106,NEU,OCE,82,18,55,62,70,15
GPT-5.2,row_106,SSA,OCE,82,22,68,60,70,18
GPT-5.2,row_105,LAC,OCE,74,22,48,62,70,28
GPT-5.2,row_106,NAWA,OCE,78,22,55,52,74,20
GPT-5.2,row_106,CSA,OCE,82,22,67,60,70,18
GPT-5.2,row_106,LAC,OCE,82,18,60,55,72,20
GPT-5.2,row_106,ESEA,OCE,82,22,58,62,70,18
GPT-5.2,row_106,OCE,OCE,82,24,55,58,70,18
GPT-5.2,row_106,ENA,OCE,82,18,52,58,72,22
GPT-5.2,row_107,NEU,OCE,72,18,38,46,74,44
GPT-5.2,row_107,SSA,OCE,72,18,45,52,70,40
GPT-5.2,row_107,CSA,OCE,68,18,42,38,72,34
GPT-5.2,row_107,ENA,OCE,68,18,42,45,72,48
GPT-5.2,row_107,NAWA,OCE,68,18,40,45,74,52
GPT-5.2,row_107,ESEA,OCE,72,18,40,38,74,46
GPT-5.2,row_107,OCE,OCE,70,25,45,50,75,40
GPT-5.2,row_108,NEU,OCE,74,22,45,58,66,40
GPT-5.2,row_107,LAC,OCE,72,18,46,40,74,44
GPT-5.2,row_108,SSA,OCE,78,18,65,62,70,28
GPT-5.2,row_108,CSA,OCE,78,22,62,58,66,30
GPT-5.2,row_108,ESEA,OCE,74,18,55,52,70,40
GPT-5.2,row_108,ENA,OCE,72,18,48,55,66,34
GPT-5.2,row_109,NEU,OCE,78,18,60,52,70,22
GPT-5.2,row_109,SSA,OCE,82,22,68,55,74,18
GPT-5.2,row_108,NAWA,OCE,78,24,60,58,66,30
GPT-5.2,row_108,OCE,OCE,78,28,55,62,64,36
GPT-5.2,row_109,NAWA,OCE,78,18,56,52,72,22
GPT-5.2,row_109,ESEA,OCE,78,18,55,52,70,22
GPT-5.2,row_108,LAC,OCE,72,18,52,58,70,34
GPT-5.2,row_109,CSA,OCE,78,22,66,55,70,18
GPT-5.2,row_109,LAC,OCE,78,18,62,55,70,22
GPT-5.2,row_109,OCE,OCE,78,18,62,55,70,22
GPT-5.2,row_109,ENA,OCE,82,22,58,55,66,18
GPT-5.2,row_110,NEU,OCE,78,22,58,55,66,28
GPT-5.2,row_110,SSA,OCE,78,18,68,60,72,22
GPT-5.2,row_110,NAWA,OCE,78,22,58,55,66,24
GPT-5.2,row_110,ESEA,OCE,78,18,62,55,74,28
GPT-5.2,row_110,ENA,OCE,74,18,58,52,70,28
GPT-5.2,row_111,NEU,OCE,76,18,55,58,72,28
GPT-5.2,row_110,LAC,OCE,72,18,58,55,74,28
